term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,df,idf,dfidf
disgrace,5,8,1.1446021706235564e-05,16.414794226507823,NN,2,"{'NN', 'VB'}",0,disgrac,disgrac,disgrac,0.017874352144066085,4,6.353146825498083,25.412587301992332
disgraced,1,9,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,disgrac,disgrac,disgrac,0.04719291991806827,1,8.353146825498083,8.353146825498083
disgraceful,6,11,1.3735226047482676e-05,16.15175982067403,JJ,1,{'JJ'},0,disgrac,disgrac,disgrac,0.021432841006155317,6,5.768184324776926,34.60910594866156
disguise,5,8,1.1446021706235564e-05,16.414794226507823,NN,1,{'NN'},0,disguis,disguis,disgu,0.12908707321605084,3,6.768184324776926,20.30455297433078
disguised,10,9,2.2892043412471128e-05,15.414794226507823,VBD,4,"{'JJ', 'VBD', 'NN', 'VBN'}",0,disguis,disguis,disgu,0.06688986728261238,5,6.03121873061072,30.156093653053603
disgust,3,7,6.867613023741338e-06,17.15175982067403,NN,3,"{'NNS', 'NN', 'NNP'}",0,disgust,disgust,disgust,0.002748268004861714,3,6.768184324776926,20.30455297433078
disgusted,1,9,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,disgust,disgust,disgust,0.0009226937838835836,1,8.353146825498083,8.353146825498083
disgusting,16,10,3.66272694599538e-05,14.736722321395185,VBG,3,"{'JJ', 'VBG', 'NN'}",0,disgust,disgust,disgust,0.13764230024197638,6,5.768184324776926,34.60910594866156
disgustingly,2,12,4.578408682494225e-06,17.736722321395185,RB,1,{'RB'},0,disgustingli,disgust,disgust,0.001749166961679004,1,8.353146825498083,8.353146825498083
dish,4,4,9.15681736498845e-06,16.736722321395185,NN,2,"{'JJ', 'NN'}",0,dish,dish,dish,0.004551955107384002,3,6.768184324776926,20.30455297433078
disharmony,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,disharmoni,disharmoni,disharmony,0.0009226937838835836,1,8.353146825498083,8.353146825498083
disheartening,1,13,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,dishearten,dishearten,disheart,0.5568764550332055,1,8.353146825498083,8.353146825498083
dishes,3,6,6.867613023741338e-06,17.15175982067403,NN,2,"{'NNS', 'NN'}",0,dish,dish,dish,0.001197174364304092,2,7.353146825498083,14.706293650996166
dishonourable,1,13,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,dishonour,dishonour,dishono,0.000874583480839502,1,8.353146825498083,8.353146825498083
disinfected,1,11,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,disinfect,disinfect,disinfect,0.000874583480839502,1,8.353146825498083,8.353146825498083
disinherit,1,10,2.2892043412471126e-06,18.736722321395185,VB,1,{'VB'},0,disinherit,disinherit,disinherit,0.004337044042314685,1,8.353146825498083,8.353146825498083
disinherited,2,12,4.578408682494225e-06,17.736722321395185,VBN,2,"{'NNS', 'VBN'}",0,disinherit,disinherit,disinherit,0.00867408808462937,1,8.353146825498083,8.353146825498083
disintegrate,2,12,4.578408682494225e-06,17.736722321395185,VB,1,{'VB'},0,disintegr,disintegr,disintegr,0.0018453875677671672,1,8.353146825498083,8.353146825498083
disintegrated,1,13,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,disintegr,disintegr,disintegr,0.05568764550332056,1,8.353146825498083,8.353146825498083
disintegrating,2,14,4.578408682494225e-06,17.736722321395185,VBG,1,{'VBG'},0,disintegr,disintegr,disintegr,0.011859616309737607,2,7.353146825498083,14.706293650996166
disintegration,4,14,9.15681736498845e-06,16.736722321395185,NN,1,{'NN'},0,disintegr,disintegr,disintegr,0.012872665948378477,3,6.768184324776926,20.30455297433078
disinterested,2,13,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'VBN'}",0,disinterest,disinterest,disinterest,0.02425879453074843,2,7.353146825498083,14.706293650996166
disjecta,1,8,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,disjecta,disjecta,disject,0.054241213152584955,1,8.353146825498083,8.353146825498083
disjected,1,9,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,disject,disject,disject,0.05760790914136609,1,8.353146825498083,8.353146825498083
dislike,2,7,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,dislik,dislik,dislik,0.009716345802095088,2,7.353146825498083,14.706293650996166
disliked,2,8,4.578408682494225e-06,17.736722321395185,JJ,1,{'JJ'},0,dislik,dislik,dislik,0.0007910577827566445,2,7.353146825498083,14.706293650996166
dislodge,1,8,2.2892043412471126e-06,18.736722321395185,VB,1,{'VB'},0,dislodg,dislodg,dislodg,0.02120088026776163,1,8.353146825498083,8.353146825498083
dislodged,1,9,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,dislodg,dislodg,dislodg,0.018603890479951188,1,8.353146825498083,8.353146825498083
disloyalty,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,disloyalti,disloyalti,disloyal,0.004337044042314685,1,8.353146825498083,8.353146825498083
dismay,2,6,4.578408682494225e-06,17.736722321395185,VBZ,2,"{'NN', 'VBZ'}",0,dismay,dismay,dismay,0.9195282943884696,2,7.353146825498083,14.706293650996166
dismembered,1,11,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,dismemb,dismemb,dismemb,0.04719291991806827,1,8.353146825498083,8.353146825498083
dismemberment,3,13,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,dismember,dismember,dismemb,0.013625064296737224,3,6.768184324776926,20.30455297433078
dismiss,5,7,1.1446021706235564e-05,16.414794226507823,VB,1,{'VB'},0,dismiss,dismiss,dismiss,0.0021422074915906073,3,6.768184324776926,20.30455297433078
dismissal,2,9,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,dismiss,dismiss,dismiss,0.022011843629144736,2,7.353146825498083,14.706293650996166
dismissed,8,9,1.83136347299769e-05,15.736722321395185,VBN,3,"{'VBD', 'VBN', 'RB'}",0,dismiss,dismiss,dismiss,0.015484687300927424,6,5.768184324776926,34.60910594866156
dismisses,2,9,4.578408682494225e-06,17.736722321395185,VBZ,1,{'VBZ'},0,dismiss,dismiss,dismiss,0.013562623684180672,2,7.353146825498083,14.706293650996166
dismissing,1,10,2.2892043412471126e-06,18.736722321395185,VBG,1,{'VBG'},0,dismiss,dismiss,dismiss,0.000874583480839502,1,8.353146825498083,8.353146825498083
disobedience,1,12,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,disobedi,disobedi,disobedy,0.03663660888376352,1,8.353146825498083,8.353146825498083
disobedient,1,11,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,disobedi,disobedi,disobedy,0.000874583480839502,1,8.353146825498083,8.353146825498083
disobeyed,1,9,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,disobey,disobey,disobey,0.06682517460398467,1,8.353146825498083,8.353146825498083
disorder,13,8,2.9759656436212466e-05,15.036282603254092,NN,1,{'NN'},0,disord,disord,disord,0.01860150917082007,8,5.353146825498083,42.825174603984664
disordered,3,10,6.867613023741338e-06,17.15175982067403,VBD,3,"{'JJ', 'VBD', 'NNP'}",0,disord,disord,disord,0.0011759989839658417,2,7.353146825498083,14.706293650996166
disorderly,8,10,1.83136347299769e-05,15.736722321395185,JJ,2,"{'JJ', 'RB'}",0,disorderli,disord,disord,0.009425193683522156,3,6.768184324776926,20.30455297433078
disorders,3,9,6.867613023741338e-06,17.15175982067403,NN,2,"{'NNS', 'NN'}",0,disord,disord,disord,0.002623750442518506,1,8.353146825498083,8.353146825498083
disorganisation,1,15,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,disorganis,disorganis,disorg,0.000874583480839502,1,8.353146825498083,8.353146825498083
disorganised,1,12,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,disorganis,disorganis,disorg,0.016672947755485196,1,8.353146825498083,8.353146825498083
disorganization,1,15,2.2892043412471126e-06,18.736722321395185,VBZ,1,{'VBZ'},0,disorgan,disorgan,disorg,0.033412587301992334,1,8.353146825498083,8.353146825498083
disorganized,2,12,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,disorgan,disorgan,disorg,0.0371244242165391,2,7.353146825498083,14.706293650996166
disowned,2,8,4.578408682494225e-06,17.736722321395185,JJ,2,"{'NNS', 'JJ'}",0,disown,disown,disown,0.017802771911367553,2,7.353146825498083,14.706293650996166
disparity,1,9,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,dispar,dispar,disp,0.01513251236503276,1,8.353146825498083,8.353146825498083
dispassionate,1,13,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,dispassion,dispassion,dispass,0.010312526945059361,1,8.353146825498083,8.353146825498083
dispatch,3,8,6.867613023741338e-06,17.15175982067403,NNP,1,{'NNP'},0,dispatch,dispatch,dispatch,0.01394756488538987,2,7.353146825498083,14.706293650996166
dispensation,1,12,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,dispens,dispens,dispens,0.0009226937838835836,1,8.353146825498083,8.353146825498083
dispense,8,8,1.83136347299769e-05,15.736722321395185,VB,4,"{'VBP', 'JJ', 'NN', 'VB'}",0,dispens,dispens,dispens,0.0032277572720413286,2,7.353146825498083,14.706293650996166
dispensed,1,9,2.2892043412471126e-06,18.736722321395185,VBN,1,{'VBN'},0,dispens,dispens,dispens,0.000874583480839502,1,8.353146825498083,8.353146825498083
dispersed,11,9,2.518124775371824e-05,15.277290702757888,VBN,3,"{'JJ', 'VBD', 'VBN'}",0,dispers,dispers,dispers,0.046142131565409174,7,5.545791903440478,38.820543324083346
dispersion,3,10,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,dispers,dispers,dispers,0.01952163043177808,3,6.768184324776926,20.30455297433078
dispirited,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,dispirit,dispirit,dispirit,0.05093382210669563,1,8.353146825498083,8.353146825498083
dispiriting,2,11,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,dispirit,dispirit,dispirit,0.2454898353844786,2,7.353146825498083,14.706293650996166
displace,2,8,4.578408682494225e-06,17.736722321395185,VBP,2,"{'VBP', 'VB'}",0,displac,displac,displac,0.004700168211478025,2,7.353146825498083,14.706293650996166
displaced,6,9,1.3735226047482676e-05,16.15175982067403,VBN,2,"{'JJ', 'VBN'}",0,displac,displac,displac,0.011286492680299867,4,6.353146825498083,25.412587301992332
displacement,1,12,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,displac,displac,displac,0.014181913116295557,1,8.353146825498083,8.353146825498083
display,5,7,1.1446021706235564e-05,16.414794226507823,NN,3,"{'VBP', 'NN', 'VB'}",0,display,display,display,0.010985963484172873,5,6.03121873061072,30.156093653053603
displayed,7,9,1.602443038872979e-05,15.92936739933758,VBN,2,"{'VBD', 'VBN'}",0,display,display,display,0.03523924910029539,6,5.768184324776926,34.60910594866156
displays,4,8,9.15681736498845e-06,16.736722321395185,VBZ,2,"{'NNS', 'VBZ'}",0,display,display,display,0.07138840841557326,4,6.353146825498083,25.412587301992332
displeasure,1,11,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,displeasur,displeasur,displeas,0.000874583480839502,1,8.353146825498083,8.353146825498083
disported,1,9,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,disport,disport,disport,0.02120088026776163,1,8.353146825498083,8.353146825498083
disposable,1,10,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,dispos,dispos,dispos,0.02531256613787298,1,8.353146825498083,8.353146825498083
disposal,18,8,4.120567814244803e-05,14.566797319952872,NN,1,{'NN'},0,dispos,dispos,dispos,0.04628161911237999,12,4.768184324776926,57.218211897323116
dispose,5,7,1.1446021706235564e-05,16.414794226507823,VB,1,{'VB'},0,dispos,dispos,dispos,0.009255537458818047,5,6.03121873061072,30.156093653053603
disposed,12,8,2.7470452094965352e-05,15.151759820674028,VBN,2,"{'JJ', 'VBN'}",0,dispos,dispos,dispos,0.1302475544862857,8,5.353146825498083,42.825174603984664
disposes,4,8,9.15681736498845e-06,16.736722321395185,VBZ,3,"{'VBD', 'NN', 'VBZ'}",0,dispos,dispos,dispos,0.01761241948629268,3,6.768184324776926,20.30455297433078
disposing,2,9,4.578408682494225e-06,17.736722321395185,VBG,1,{'VBG'},0,dispos,dispos,dispos,0.0025476314440027507,2,7.353146825498083,14.706293650996166
disposition,3,11,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,disposit,disposit,disposit,0.002678799023783421,2,7.353146825498083,14.706293650996166
dispossess,1,10,2.2892043412471126e-06,18.736722321395185,VB,1,{'VB'},0,dispossess,dispossess,dispossess,0.05032016159938604,1,8.353146825498083,8.353146825498083
dispossession,2,13,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,dispossess,dispossess,dispossess,0.02685899300803242,1,8.353146825498083,8.353146825498083
dispossessor,2,12,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,dispossessor,dispossessor,dispossess,0.02685899300803242,1,8.353146825498083,8.353146825498083
disproportion,2,13,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,disproport,disproport,disproport,0.004072577522923382,2,7.353146825498083,14.706293650996166
disproportionately,3,18,6.867613023741338e-06,17.15175982067403,RB,1,{'RB'},0,disproportion,disproportion,disproport,0.002623750442518506,1,8.353146825498083,8.353146825498083
disprove,2,8,4.578408682494225e-06,17.736722321395185,VB,1,{'VB'},0,disprov,disprov,disprov,0.002568806824341001,2,7.353146825498083,14.706293650996166
disputation,1,11,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,disput,disput,disput,0.014181913116295557,1,8.353146825498083,8.353146825498083
dispute,19,7,4.349488248369514e-05,14.4887948079516,NN,3,"{'VBP', 'NN', 'VB'}",0,disput,disput,disput,0.36601696797886796,8,5.353146825498083,42.825174603984664
disputed,9,8,2.0602839071224014e-05,15.566797319952872,VBN,3,"{'JJ', 'VBD', 'VBN'}",0,disput,disput,disput,0.011857418999309111,6,5.768184324776926,34.60910594866156
disputes,15,8,3.4338065118706694e-05,14.829831725786667,NNS,3,"{'NNS', 'NN', 'VBZ'}",0,disput,disput,disput,0.006083230245594219,4,6.353146825498083,25.412587301992332
disqualify,1,10,2.2892043412471126e-06,18.736722321395185,VB,1,{'VB'},0,disqualifi,disqualifi,disqual,0.0009226937838835836,1,8.353146825498083,8.353146825498083
disqualifying,1,13,2.2892043412471126e-06,18.736722321395185,VBG,1,{'VBG'},0,disqualifi,disqualifi,disqual,0.009804162940725449,1,8.353146825498083,8.353146825498083
disraeli,1,8,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,disra,disra,disrael,0.029939594356623953,1,8.353146825498083,8.353146825498083
disregard,7,9,1.602443038872979e-05,15.92936739933758,NN,4,"{'VBZ', 'NN', 'VB', 'VBP'}",0,disregard,disregard,disregard,0.006945849040359857,3,6.768184324776926,20.30455297433078
disreputable,2,12,4.578408682494225e-06,17.736722321395185,JJ,1,{'JJ'},0,disreput,disreput,disreput,0.008740789866547928,2,7.353146825498083,14.706293650996166
disrespect,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,disrespect,disrespect,disrespect,0.0009226937838835836,1,8.353146825498083,8.353146825498083
disrespectfully,1,15,2.2892043412471126e-06,18.736722321395185,RB,1,{'RB'},0,disrespect,disrespect,disrespect,0.02269876854754914,1,8.353146825498083,8.353146825498083
disruption,3,10,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,disrupt,disrupt,disrupt,0.020825499444565337,2,7.353146825498083,14.706293650996166
dissatisfaction,5,15,1.1446021706235564e-05,16.414794226507823,NN,1,{'NN'},0,dissatisfact,dissatisfact,dissatisfact,0.1941069067856267,4,6.353146825498083,25.412587301992332
dissatisfied,4,12,9.15681736498845e-06,16.736722321395185,JJ,3,"{'JJ', 'VBD', 'VBN'}",0,dissatisfi,dissatisfi,dissatisfy,0.037692950976482925,3,6.768184324776926,20.30455297433078
dissect,2,7,4.578408682494225e-06,17.736722321395185,VB,1,{'VB'},0,dissect,dissect,dissect,0.0018453875677671672,1,8.353146825498083,8.353146825498083
dissected,1,9,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,dissect,dissect,dissect,0.026022264253888108,1,8.353146825498083,8.353146825498083
dissecting,2,10,4.578408682494225e-06,17.736722321395185,VBG,1,{'VBG'},0,dissect,dissect,dissect,0.0018453875677671672,1,8.353146825498083,8.353146825498083
dissection,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,dissect,dissect,dissect,0.018984424603404732,1,8.353146825498083,8.353146825498083
dissects,2,8,4.578408682494225e-06,17.736722321395185,VBZ,1,{'VBZ'},0,dissect,dissect,dissect,0.0018453875677671672,1,8.353146825498083,8.353146825498083
disseminated,1,12,2.2892043412471126e-06,18.736722321395185,VBD,1,{'VBD'},0,dissemin,dissemin,dissemin,0.000874583480839502,1,8.353146825498083,8.353146825498083
dissemination,1,13,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,dissemin,dissemin,dissemin,0.000874583480839502,1,8.353146825498083,8.353146825498083
dissension,3,10,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,dissens,dissens,dissend,0.0011759989839658417,2,7.353146825498083,14.706293650996166
dissensions,3,11,6.867613023741338e-06,17.15175982067403,NNS,1,{'NNS'},0,dissens,dissens,dissend,0.006533840108716442,3,6.768184324776926,20.30455297433078
dissenters,4,10,9.15681736498845e-06,16.736722321395185,NN,3,"{'NNS', 'NN', 'NNP'}",0,dissent,dissent,diss,0.025028676933166825,2,7.353146825498083,14.706293650996166
dissenting,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,dissent,dissent,diss,0.02531256613787298,1,8.353146825498083,8.353146825498083
dissimilar,1,10,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,dissimilar,dissimilar,dissimil,0.000874583480839502,1,8.353146825498083,8.353146825498083
dissipated,4,10,9.15681736498845e-06,16.736722321395185,VBN,3,"{'JJ', 'VB', 'VBN'}",0,dissip,dissip,dissip,0.009683119976946855,3,6.768184324776926,20.30455297433078
dissipation,4,11,9.15681736498845e-06,16.736722321395185,NN,1,{'NN'},0,dissip,dissip,dissip,0.1185899644227123,4,6.353146825498083,25.412587301992332
dissociation,1,12,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,dissoci,dissoci,dissocy,0.02120088026776163,1,8.353146825498083,8.353146825498083
dissolute,2,9,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,dissolut,dissolut,dissolv,0.001749166961679004,1,8.353146825498083,8.353146825498083
dissolution,33,11,7.554374326115472e-05,13.692328202036732,NN,1,{'NN'},0,dissolut,dissolut,dissolv,0.019013275035265707,15,4.446256229889564,66.69384344834346
dissolve,11,8,2.518124775371824e-05,15.277290702757888,VB,1,{'VB'},0,dissolv,dissolv,dissolv,0.05066426109637723,7,5.545791903440478,38.820543324083346
dissolved,40,9,9.156817364988451e-05,13.414794226507823,VBN,8,"{'JJ', 'VBD', 'VBN', 'VBZ', 'VB', 'RB', 'NNS', 'NN'}",0,dissolv,dissolv,dissolv,0.06294668022778198,16,4.353146825498083,69.65034920796933
dissolves,7,9,1.602443038872979e-05,15.92936739933758,VBZ,2,"{'NNS', 'VBZ'}",0,dissolv,dissolv,dissolv,0.0817471234734505,4,6.353146825498083,25.412587301992332
dissolving,4,10,9.15681736498845e-06,16.736722321395185,VBG,1,{'VBG'},0,dissolv,dissolv,dissolv,0.03205511605807224,3,6.768184324776926,20.30455297433078
distance,17,8,3.8916473801200915e-05,14.649259480144845,NN,1,{'NN'},0,distanc,distanc,dist,0.09291431463407823,9,5.18322182405577,46.64899641650193
distances,3,9,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,distanc,distanc,dist,0.005663368741989819,3,6.768184324776926,20.30455297433078
distant,9,7,2.0602839071224014e-05,15.566797319952872,JJ,3,"{'JJ', 'VB', 'RB'}",0,distant,distant,dist,0.007173719500382916,7,5.545791903440478,38.820543324083346
distasteful,1,11,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,distast,distast,distast,0.000874583480839502,1,8.353146825498083,8.353146825498083
distilleries,2,12,4.578408682494225e-06,17.736722321395185,NNS,1,{'NNS'},0,distilleri,distilleri,distillery,0.001749166961679004,1,8.353146825498083,8.353146825498083
distinct,33,8,7.554374326115472e-05,13.692328202036732,JJ,5,"{'JJ', 'VBD', 'VBZ', 'VB', 'NN'}",0,distinct,distinct,distinct,0.017665426179178444,14,4.545791903440478,63.6410866481667
distinction,101,11,0.0002312096384659584,12.07851083864339,NN,3,"{'JJ', 'NN', 'NNP'}",0,distinct,distinct,distinct,0.03805701296530023,17,4.265683984247743,72.51662773221163
distinctions,54,12,0.00012361703442734408,12.981834819231716,NNS,3,"{'NNS', 'NN', 'VB'}",0,distinct,distinct,distinct,0.012048757251780532,17,4.265683984247743,72.51662773221163
distinctive,13,11,2.9759656436212466e-05,15.036282603254092,JJ,2,"{'VBP', 'JJ'}",0,distinct,distinct,distinct,0.06773652675873722,9,5.18322182405577,46.64899641650193
distinctly,3,10,6.867613023741338e-06,17.15175982067403,RB,1,{'RB'},0,distinctli,distinct,distinct,0.00905136446529724,3,6.768184324776926,20.30455297433078
distinguish,51,11,0.00011674942140360274,13.06429697942369,VB,4,"{'VBP', 'JJ', 'NN', 'VB'}",0,distinguish,distinguish,distinct,0.06639584899405594,11,4.893715206860786,53.83086727546864
distinguishable,2,15,4.578408682494225e-06,17.736722321395185,JJ,1,{'JJ'},0,distinguish,distinguish,distinct,0.2487925305049836,2,7.353146825498083,14.706293650996166
distinguished,47,13,0.0001075926040386143,13.182133469717547,VBN,6,"{'JJ', 'VBD', 'VBN', 'RB', 'NNS', 'NN'}",0,distinguish,distinguish,distinct,0.012925395524731327,12,4.768184324776926,57.218211897323116
distinguishes,9,13,2.0602839071224014e-05,15.566797319952872,VBZ,3,"{'VBP', 'NNS', 'VBZ'}",0,distinguish,distinguish,distinct,0.014264201162141013,3,6.768184324776926,20.30455297433078
distinguishing,28,14,6.409772155491916e-05,13.92936739933758,VBG,3,"{'JJ', 'VBG', 'NN'}",0,distinguish,distinguish,distinct,0.022636518280856305,6,5.768184324776926,34.60910594866156
distorted,7,9,1.602443038872979e-05,15.92936739933758,JJ,3,"{'JJ', 'VBD', 'VBN'}",0,distort,distort,distort,0.003922428496185503,6,5.768184324776926,34.60910594866156
distortion,3,10,6.867613023741338e-06,17.15175982067403,NN,1,{'NN'},0,distort,distort,distort,0.00596278270291139,2,7.353146825498083,14.706293650996166
distortions,4,11,9.15681736498845e-06,16.736722321395185,NNS,1,{'NNS'},0,distort,distort,distort,0.003498333923358008,1,8.353146825498083,8.353146825498083
distorts,2,8,4.578408682494225e-06,17.736722321395185,NNS,1,{'NNS'},0,distort,distort,distort,1.2259305874978945,2,7.353146825498083,14.706293650996166
distracting,1,11,2.2892043412471126e-06,18.736722321395185,VBG,1,{'VBG'},0,distract,distract,distract,0.0009226937838835836,1,8.353146825498083,8.353146825498083
distraction,1,11,2.2892043412471126e-06,18.736722321395185,VB,1,{'VB'},0,distract,distract,distract,0.010312526945059361,1,8.353146825498083,8.353146825498083
distress,20,8,4.5784086824942256e-05,14.414794226507823,NN,2,"{'JJ', 'NN'}",0,distress,distress,distress,0.030559692660783788,3,6.768184324776926,20.30455297433078
distressed,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,distress,distress,distress,0.000874583480839502,1,8.353146825498083,8.353146825498083
distressing,1,11,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,distress,distress,distress,0.019246882086401112,1,8.353146825498083,8.353146825498083
distribute,3,10,6.867613023741338e-06,17.15175982067403,NN,2,"{'NN', 'VB'}",0,distribut,distribut,distribut,0.014740847339114264,1,8.353146825498083,8.353146825498083
distributed,9,11,2.0602839071224014e-05,15.566797319952872,VBN,3,"{'NNS', 'VBD', 'VBN'}",0,distribut,distribut,distribut,0.00790736652138715,7,5.545791903440478,38.820543324083346
distributes,3,11,6.867613023741338e-06,17.15175982067403,VBZ,2,"{'NN', 'VBZ'}",0,distribut,distribut,distribut,0.004348568070564379,3,6.768184324776926,20.30455297433078
distributing,2,12,4.578408682494225e-06,17.736722321395185,VBG,1,{'VBG'},0,distribut,distribut,distribut,0.00670166976470595,2,7.353146825498083,14.706293650996166
distribution,41,12,9.385737799113162e-05,13.3791703167771,NN,2,"{'NN', 'NNP'}",0,distribut,distribut,distribut,0.2154972269341141,12,4.768184324776926,57.218211897323116
district,74,8,0.00016940112125228636,12.527268955766235,NN,5,"{'VBD', 'VBZ', 'VBP', 'NN', 'NNP'}",0,district,district,district,0.02376532481801131,7,5.545791903440478,38.820543324083346
districts,133,9,0.000304464177385866,11.681439885893996,NNS,6,"{'JJ', 'VBD', 'VBZ', 'NNS', 'NN', 'NNP'}",0,district,district,district,0.032787789058969175,17,4.265683984247743,72.51662773221163
distrust,5,8,1.1446021706235564e-05,16.414794226507823,NN,2,"{'NN', 'VB'}",0,distrust,distrust,distrust,0.010443530622415714,5,6.03121873061072,30.156093653053603
distrusted,1,10,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,distrust,distrust,distrust,0.033412587301992334,1,8.353146825498083,8.353146825498083
distrustful,1,11,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,distrust,distrust,distrust,0.054241213152584955,1,8.353146825498083,8.353146825498083
disturbance,7,11,1.602443038872979e-05,15.92936739933758,NN,1,{'NN'},0,disturb,disturb,disturb,0.011253589209002358,4,6.353146825498083,25.412587301992332
disturbances,9,12,2.0602839071224014e-05,15.566797319952872,NNS,2,"{'NNS', 'NN'}",0,disturb,disturb,disturb,0.007871251327555518,1,8.353146825498083,8.353146825498083
disturbed,2,9,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,disturb,disturb,disturb,0.02574061990982328,2,7.353146825498083,14.706293650996166
disturbers,1,10,2.2892043412471126e-06,18.736722321395185,NNS,1,{'NNS'},0,disturb,disturb,disturb,0.0009226937838835836,1,8.353146825498083,8.353146825498083
disturbing,3,10,6.867613023741338e-06,17.15175982067403,NN,2,"{'VBG', 'NN'}",0,disturb,disturb,disturb,0.008232765238895401,3,6.768184324776926,20.30455297433078
disturbs,2,8,4.578408682494225e-06,17.736722321395185,VBZ,1,{'VBZ'},0,disturb,disturb,disturb,0.9195282943884696,2,7.353146825498083,14.706293650996166
disunion,1,8,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,disunion,disunion,disun,0.054241213152584955,1,8.353146825498083,8.353146825498083
disuse,1,6,2.2892043412471126e-06,18.736722321395185,NN,1,{'NN'},0,disus,disus,disus,0.004913615779704754,1,8.353146825498083,8.353146825498083
ditch,4,5,9.15681736498845e-06,16.736722321395185,NN,1,{'NN'},0,ditch,ditch,ditch,0.003498333923358008,1,8.353146825498083,8.353146825498083
ditches,3,7,6.867613023741338e-06,17.15175982067403,NN,2,"{'NNS', 'NN'}",0,ditch,ditch,ditch,0.005085109412687222,2,7.353146825498083,14.706293650996166
dithmarsia,1,10,2.2892043412471126e-06,18.736722321395185,NNP,1,{'NNP'},0,dithmarsia,dithmarsia,dithmars,0.009804162940725449,1,8.353146825498083,8.353146825498083
dithmarsian,1,11,2.2892043412471126e-06,18.736722321395185,JJ,1,{'JJ'},0,dithmarsian,dithmarsian,dithmars,0.009804162940725449,1,8.353146825498083,8.353146825498083
